id_code,experiment,plate,well,sirna,experiment_type,dataset
HUVEC-05_4_O18,HUVEC-05,4,O18,230,HUVEC,train
HUVEC-05_4_O19,HUVEC-05,4,O19,1026,HUVEC,train
HUVEC-05_4_O20,HUVEC-05,4,O20,911,HUVEC,train
HUVEC-05_4_O21,HUVEC-05,4,O21,973,HUVEC,train
HUVEC-05_4_O22,HUVEC-05,4,O22,1069,HUVEC,train
HUVEC-05_4_O23,HUVEC-05,4,O23,1005,HUVEC,train
HUVEC-06_1_B03,HUVEC-06,1,B03,91,HUVEC,train
HUVEC-06_1_B04,HUVEC-06,1,B04,481,HUVEC,train
HUVEC-06_1_B05,HUVEC-06,1,B05,811,HUVEC,train
HUVEC-06_1_B06,HUVEC-06,1,B06,557,HUVEC,train
HUVEC-06_1_B07,HUVEC-06,1,B07,689,HUVEC,train
HUVEC-06_1_B08,HUVEC-06,1,B08,604,HUVEC,train
HUVEC-06_1_B09,HUVEC-06,1,B09,385,HUVEC,train
HUVEC-06_1_B10,HUVEC-06,1,B10,371,HUVEC,train
HUVEC-06_1_B11,HUVEC-06,1,B11,400,HUVEC,train
HUVEC-06_1_B12,HUVEC-06,1,B12,745,HUVEC,train
HUVEC-06_1_B13,HUVEC-06,1,B13,212,HUVEC,train
HUVEC-06_1_B14,HUVEC-06,1,B14,840,HUVEC,train
HUVEC-06_1_B15,HUVEC-06,1,B15,983,HUVEC,train
HUVEC-06_1_B16,HUVEC-06,1,B16,309,HUVEC,train
HUVEC-06_1_B17,HUVEC-06,1,B17,177,HUVEC,train
HUVEC-06_1_B19,HUVEC-06,1,B19,1023,HUVEC,train
HUVEC-06_1_B20,HUVEC-06,1,B20,984,HUVEC,train
HUVEC-06_1_B21,HUVEC-06,1,B21,875,HUVEC,train
HUVEC-06_1_B22,HUVEC-06,1,B22,981,HUVEC,train
HUVEC-06_1_B23,HUVEC-06,1,B23,607,HUVEC,train
HUVEC-06_1_C02,HUVEC-06,1,C02,845,HUVEC,train
HUVEC-06_1_C04,HUVEC-06,1,C04,744,HUVEC,train
HUVEC-06_1_C05,HUVEC-06,1,C05,611,HUVEC,train
HUVEC-06_1_C06,HUVEC-06,1,C06,806,HUVEC,train
HUVEC-06_1_C08,HUVEC-06,1,C08,577,HUVEC,train
HUVEC-06_1_C09,HUVEC-06,1,C09,10,HUVEC,train
HUVEC-06_1_C10,HUVEC-06,1,C10,825,HUVEC,train
HUVEC-06_1_C12,HUVEC-06,1,C12,126,HUVEC,train
HUVEC-06_1_C13,HUVEC-06,1,C13,89,HUVEC,train
HUVEC-06_1_C14,HUVEC-06,1,C14,743,HUVEC,train
HUVEC-06_1_C16,HUVEC-06,1,C16,556,HUVEC,train
HUVEC-06_1_C17,HUVEC-06,1,C17,5,HUVEC,train
HUVEC-06_1_C18,HUVEC-06,1,C18,102,HUVEC,train
HUVEC-06_1_C20,HUVEC-06,1,C20,136,HUVEC,train
HUVEC-06_1_C21,HUVEC-06,1,C21,715,HUVEC,train
HUVEC-06_1_C23,HUVEC-06,1,C23,797,HUVEC,train
HUVEC-06_1_D02,HUVEC-06,1,D02,987,HUVEC,train
HUVEC-06_1_D03,HUVEC-06,1,D03,543,HUVEC,train
HUVEC-06_1_D04,HUVEC-06,1,D04,734,HUVEC,train
HUVEC-06_1_D05,HUVEC-06,1,D05,48,HUVEC,train
HUVEC-06_1_D06,HUVEC-06,1,D06,1067,HUVEC,train
HUVEC-06_1_D07,HUVEC-06,1,D07,360,HUVEC,train
HUVEC-06_1_D08,HUVEC-06,1,D08,348,HUVEC,train
HUVEC-06_1_D09,HUVEC-06,1,D09,881,HUVEC,train
HUVEC-06_1_D10,HUVEC-06,1,D10,500,HUVEC,train
HUVEC-06_1_D11,HUVEC-06,1,D11,439,HUVEC,train
HUVEC-06_1_D12,HUVEC-06,1,D12,945,HUVEC,train
HUVEC-06_1_D13,HUVEC-06,1,D13,155,HUVEC,train
HUVEC-06_1_D14,HUVEC-06,1,D14,1104,HUVEC,train
HUVEC-06_1_D15,HUVEC-06,1,D15,1101,HUVEC,train
HUVEC-06_1_D16,HUVEC-06,1,D16,296,HUVEC,train
HUVEC-06_1_D17,HUVEC-06,1,D17,620,HUVEC,train
HUVEC-06_1_D18,HUVEC-06,1,D18,700,HUVEC,train
HUVEC-06_1_D19,HUVEC-06,1,D19,486,HUVEC,train
HUVEC-06_1_D20,HUVEC-06,1,D20,56,HUVEC,train
HUVEC-06_1_D21,HUVEC-06,1,D21,290,HUVEC,train
HUVEC-06_1_D22,HUVEC-06,1,D22,506,HUVEC,train
HUVEC-06_1_D23,HUVEC-06,1,D23,436,HUVEC,train
HUVEC-06_1_E02,HUVEC-06,1,E02,921,HUVEC,train
HUVEC-06_1_E03,HUVEC-06,1,E03,482,HUVEC,train
HUVEC-06_1_E04,HUVEC-06,1,E04,950,HUVEC,train
HUVEC-06_1_E05,HUVEC-06,1,E05,417,HUVEC,train
HUVEC-06_1_E06,HUVEC-06,1,E06,900,HUVEC,train
HUVEC-06_1_E07,HUVEC-06,1,E07,1100,HUVEC,train
HUVEC-06_1_E08,HUVEC-06,1,E08,372,HUVEC,train
HUVEC-06_1_E09,HUVEC-06,1,E09,287,HUVEC,train
HUVEC-06_1_E10,HUVEC-06,1,E10,537,HUVEC,train
HUVEC-06_1_E11,HUVEC-06,1,E11,293,HUVEC,train
HUVEC-06_1_E12,HUVEC-06,1,E12,33,HUVEC,train
HUVEC-06_1_E13,HUVEC-06,1,E13,670,HUVEC,train
HUVEC-06_1_E14,HUVEC-06,1,E14,88,HUVEC,train
HUVEC-06_1_E15,HUVEC-06,1,E15,653,HUVEC,train
HUVEC-06_1_E16,HUVEC-06,1,E16,1096,HUVEC,train
HUVEC-06_1_E17,HUVEC-06,1,E17,1084,HUVEC,train
HUVEC-06_1_E18,HUVEC-06,1,E18,986,HUVEC,train
HUVEC-06_1_E19,HUVEC-06,1,E19,532,HUVEC,train
HUVEC-06_1_E20,HUVEC-06,1,E20,302,HUVEC,train
HUVEC-06_1_E21,HUVEC-06,1,E21,256,HUVEC,train
HUVEC-06_1_E22,HUVEC-06,1,E22,598,HUVEC,train
HUVEC-06_1_E23,HUVEC-06,1,E23,340,HUVEC,train
HUVEC-06_1_F02,HUVEC-06,1,F02,626,HUVEC,train
HUVEC-06_1_F04,HUVEC-06,1,F04,268,HUVEC,train
HUVEC-06_1_F05,HUVEC-06,1,F05,162,HUVEC,train
HUVEC-06_1_F06,HUVEC-06,1,F06,559,HUVEC,train
HUVEC-06_1_F08,HUVEC-06,1,F08,1042,HUVEC,train
HUVEC-06_1_F09,HUVEC-06,1,F09,450,HUVEC,train
HUVEC-06_1_F10,HUVEC-06,1,F10,295,HUVEC,train
HUVEC-06_1_F12,HUVEC-06,1,F12,415,HUVEC,train
HUVEC-06_1_F13,HUVEC-06,1,F13,1027,HUVEC,train
HUVEC-06_1_F14,HUVEC-06,1,F14,760,HUVEC,train
HUVEC-06_1_F16,HUVEC-06,1,F16,352,HUVEC,train
HUVEC-06_1_F17,HUVEC-06,1,F17,791,HUVEC,train
HUVEC-06_1_F18,HUVEC-06,1,F18,974,HUVEC,train
HUVEC-06_1_F20,HUVEC-06,1,F20,222,HUVEC,train
HUVEC-06_1_F21,HUVEC-06,1,F21,431,HUVEC,train
HUVEC-06_1_F23,HUVEC-06,1,F23,242,HUVEC,train
HUVEC-06_1_G02,HUVEC-06,1,G02,1076,HUVEC,train
HUVEC-06_1_G03,HUVEC-06,1,G03,398,HUVEC,train
HUVEC-06_1_G04,HUVEC-06,1,G04,192,HUVEC,train
HUVEC-06_1_G05,HUVEC-06,1,G05,324,HUVEC,train
HUVEC-06_1_G06,HUVEC-06,1,G06,459,HUVEC,train
HUVEC-06_1_G07,HUVEC-06,1,G07,277,HUVEC,train
HUVEC-06_1_G08,HUVEC-06,1,G08,397,HUVEC,train
HUVEC-06_1_G09,HUVEC-06,1,G09,1102,HUVEC,train
HUVEC-06_1_G10,HUVEC-06,1,G10,391,HUVEC,train
HUVEC-06_1_G11,HUVEC-06,1,G11,750,HUVEC,train
HUVEC-06_1_G12,HUVEC-06,1,G12,704,HUVEC,train
HUVEC-06_1_G13,HUVEC-06,1,G13,907,HUVEC,train
HUVEC-06_1_G14,HUVEC-06,1,G14,399,HUVEC,train
HUVEC-06_1_G15,HUVEC-06,1,G15,3,HUVEC,train
HUVEC-06_1_G16,HUVEC-06,1,G16,8,HUVEC,train
HUVEC-06_1_G17,HUVEC-06,1,G17,567,HUVEC,train
HUVEC-06_1_G18,HUVEC-06,1,G18,94,HUVEC,train
HUVEC-06_1_G19,HUVEC-06,1,G19,221,HUVEC,train
HUVEC-06_1_G20,HUVEC-06,1,G20,147,HUVEC,train
HUVEC-06_1_G21,HUVEC-06,1,G21,1008,HUVEC,train
HUVEC-06_1_G22,HUVEC-06,1,G22,549,HUVEC,train
HUVEC-06_1_G23,HUVEC-06,1,G23,339,HUVEC,train
HUVEC-06_1_H02,HUVEC-06,1,H02,158,HUVEC,train
HUVEC-06_1_H04,HUVEC-06,1,H04,379,HUVEC,train
HUVEC-06_1_H05,HUVEC-06,1,H05,982,HUVEC,train
HUVEC-06_1_H06,HUVEC-06,1,H06,798,HUVEC,train
HUVEC-06_1_H08,HUVEC-06,1,H08,508,HUVEC,train
HUVEC-06_1_H09,HUVEC-06,1,H09,828,HUVEC,train
HUVEC-06_1_H10,HUVEC-06,1,H10,605,HUVEC,train
HUVEC-06_1_H12,HUVEC-06,1,H12,588,HUVEC,train
HUVEC-06_1_H13,HUVEC-06,1,H13,959,HUVEC,train
HUVEC-06_1_H14,HUVEC-06,1,H14,786,HUVEC,train
HUVEC-06_1_H16,HUVEC-06,1,H16,109,HUVEC,train
HUVEC-06_1_H17,HUVEC-06,1,H17,673,HUVEC,train
HUVEC-06_1_H18,HUVEC-06,1,H18,341,HUVEC,train
HUVEC-06_1_H20,HUVEC-06,1,H20,413,HUVEC,train
HUVEC-06_1_H21,HUVEC-06,1,H21,373,HUVEC,train
HUVEC-06_1_H23,HUVEC-06,1,H23,308,HUVEC,train
HUVEC-06_1_I02,HUVEC-06,1,I02,618,HUVEC,train
HUVEC-06_1_I03,HUVEC-06,1,I03,113,HUVEC,train
HUVEC-06_1_I04,HUVEC-06,1,I04,972,HUVEC,train
HUVEC-06_1_I05,HUVEC-06,1,I05,581,HUVEC,train
HUVEC-06_1_I06,HUVEC-06,1,I06,124,HUVEC,train
HUVEC-06_1_I07,HUVEC-06,1,I07,366,HUVEC,train
HUVEC-06_1_I08,HUVEC-06,1,I08,552,HUVEC,train
HUVEC-06_1_I09,HUVEC-06,1,I09,770,HUVEC,train
HUVEC-06_1_I10,HUVEC-06,1,I10,877,HUVEC,train
HUVEC-06_1_I11,HUVEC-06,1,I11,810,HUVEC,train
HUVEC-06_1_I12,HUVEC-06,1,I12,847,HUVEC,train
HUVEC-06_1_I13,HUVEC-06,1,I13,172,HUVEC,train
HUVEC-06_1_I14,HUVEC-06,1,I14,74,HUVEC,train
HUVEC-06_1_I15,HUVEC-06,1,I15,274,HUVEC,train
HUVEC-06_1_I16,HUVEC-06,1,I16,1039,HUVEC,train
HUVEC-06_1_I17,HUVEC-06,1,I17,497,HUVEC,train
HUVEC-06_1_I18,HUVEC-06,1,I18,883,HUVEC,train
HUVEC-06_1_I19,HUVEC-06,1,I19,622,HUVEC,train
HUVEC-06_1_I20,HUVEC-06,1,I20,891,HUVEC,train
HUVEC-06_1_I21,HUVEC-06,1,I21,266,HUVEC,train
HUVEC-06_1_I22,HUVEC-06,1,I22,514,HUVEC,train
HUVEC-06_1_I23,HUVEC-06,1,I23,26,HUVEC,train
HUVEC-06_1_J02,HUVEC-06,1,J02,695,HUVEC,train
HUVEC-06_1_J04,HUVEC-06,1,J04,555,HUVEC,train
HUVEC-06_1_J05,HUVEC-06,1,J05,681,HUVEC,train
HUVEC-06_1_J06,HUVEC-06,1,J06,1065,HUVEC,train
HUVEC-06_1_J08,HUVEC-06,1,J08,224,HUVEC,train
HUVEC-06_1_J09,HUVEC-06,1,J09,657,HUVEC,train
HUVEC-06_1_J10,HUVEC-06,1,J10,460,HUVEC,train
HUVEC-06_1_J12,HUVEC-06,1,J12,692,HUVEC,train
HUVEC-06_1_J13,HUVEC-06,1,J13,1006,HUVEC,train
HUVEC-06_1_J14,HUVEC-06,1,J14,505,HUVEC,train
HUVEC-06_1_J16,HUVEC-06,1,J16,978,HUVEC,train
HUVEC-06_1_J17,HUVEC-06,1,J17,565,HUVEC,train
HUVEC-06_1_J18,HUVEC-06,1,J18,471,HUVEC,train
HUVEC-06_1_J20,HUVEC-06,1,J20,889,HUVEC,train
HUVEC-06_1_J21,HUVEC-06,1,J21,676,HUVEC,train
HUVEC-06_1_J23,HUVEC-06,1,J23,705,HUVEC,train
HUVEC-06_1_K02,HUVEC-06,1,K02,253,HUVEC,train
HUVEC-06_1_K03,HUVEC-06,1,K03,258,HUVEC,train
HUVEC-06_1_K04,HUVEC-06,1,K04,456,HUVEC,train
HUVEC-06_1_K05,HUVEC-06,1,K05,40,HUVEC,train
HUVEC-06_1_K06,HUVEC-06,1,K06,55,HUVEC,train
HUVEC-06_1_K07,HUVEC-06,1,K07,938,HUVEC,train
HUVEC-06_1_K08,HUVEC-06,1,K08,660,HUVEC,train
HUVEC-06_1_K09,HUVEC-06,1,K09,355,HUVEC,train
HUVEC-06_1_K10,HUVEC-06,1,K10,239,HUVEC,train
HUVEC-06_1_K11,HUVEC-06,1,K11,144,HUVEC,train
HUVEC-06_1_K12,HUVEC-06,1,K12,272,HUVEC,train
HUVEC-06_1_K13,HUVEC-06,1,K13,211,HUVEC,train
HUVEC-06_1_K14,HUVEC-06,1,K14,838,HUVEC,train
HUVEC-06_1_K15,HUVEC-06,1,K15,133,HUVEC,train
HUVEC-06_1_K16,HUVEC-06,1,K16,703,HUVEC,train
HUVEC-06_1_K17,HUVEC-06,1,K17,1062,HUVEC,train
HUVEC-06_1_K18,HUVEC-06,1,K18,392,HUVEC,train
HUVEC-06_1_K19,HUVEC-06,1,K19,188,HUVEC,train
HUVEC-06_1_K20,HUVEC-06,1,K20,870,HUVEC,train
HUVEC-06_1_K21,HUVEC-06,1,K21,647,HUVEC,train
HUVEC-06_1_K22,HUVEC-06,1,K22,762,HUVEC,train
HUVEC-06_1_K23,HUVEC-06,1,K23,699,HUVEC,train
HUVEC-06_1_L02,HUVEC-06,1,L02,478,HUVEC,train
HUVEC-06_1_L03,HUVEC-06,1,L03,831,HUVEC,train
HUVEC-06_1_L04,HUVEC-06,1,L04,547,HUVEC,train
HUVEC-06_1_L05,HUVEC-06,1,L05,687,HUVEC,train
HUVEC-06_1_L06,HUVEC-06,1,L06,960,HUVEC,train
HUVEC-06_1_L07,HUVEC-06,1,L07,112,HUVEC,train
HUVEC-06_1_L08,HUVEC-06,1,L08,105,HUVEC,train
HUVEC-06_1_L09,HUVEC-06,1,L09,361,HUVEC,train
HUVEC-06_1_L10,HUVEC-06,1,L10,195,HUVEC,train
HUVEC-06_1_L11,HUVEC-06,1,L11,606,HUVEC,train
HUVEC-06_1_L12,HUVEC-06,1,L12,914,HUVEC,train
HUVEC-06_1_L13,HUVEC-06,1,L13,1025,HUVEC,train
HUVEC-06_1_L14,HUVEC-06,1,L14,939,HUVEC,train
HUVEC-06_1_L15,HUVEC-06,1,L15,582,HUVEC,train
HUVEC-06_1_L16,HUVEC-06,1,L16,301,HUVEC,train
HUVEC-06_1_L17,HUVEC-06,1,L17,523,HUVEC,train
HUVEC-06_1_L18,HUVEC-06,1,L18,775,HUVEC,train
HUVEC-06_1_L19,HUVEC-06,1,L19,157,HUVEC,train
HUVEC-06_1_L20,HUVEC-06,1,L20,1020,HUVEC,train
HUVEC-06_1_L21,HUVEC-06,1,L21,445,HUVEC,train
HUVEC-06_1_L22,HUVEC-06,1,L22,793,HUVEC,train
HUVEC-06_1_L23,HUVEC-06,1,L23,281,HUVEC,train
HUVEC-06_1_M02,HUVEC-06,1,M02,1013,HUVEC,train
HUVEC-06_1_M04,HUVEC-06,1,M04,884,HUVEC,train
HUVEC-06_1_M05,HUVEC-06,1,M05,70,HUVEC,train
HUVEC-06_1_M06,HUVEC-06,1,M06,1028,HUVEC,train
HUVEC-06_1_M08,HUVEC-06,1,M08,541,HUVEC,train
HUVEC-06_1_M09,HUVEC-06,1,M09,442,HUVEC,train
HUVEC-06_1_M10,HUVEC-06,1,M10,1041,HUVEC,train
HUVEC-06_1_M12,HUVEC-06,1,M12,320,HUVEC,train
HUVEC-06_1_M13,HUVEC-06,1,M13,181,HUVEC,train
HUVEC-06_1_M14,HUVEC-06,1,M14,962,HUVEC,train
HUVEC-06_1_M16,HUVEC-06,1,M16,254,HUVEC,train
HUVEC-06_1_M17,HUVEC-06,1,M17,312,HUVEC,train
HUVEC-06_1_M18,HUVEC-06,1,M18,868,HUVEC,train
HUVEC-06_1_M20,HUVEC-06,1,M20,395,HUVEC,train
HUVEC-06_1_M21,HUVEC-06,1,M21,742,HUVEC,train
HUVEC-06_1_M23,HUVEC-06,1,M23,1,HUVEC,train
HUVEC-06_1_N02,HUVEC-06,1,N02,345,HUVEC,train
HUVEC-06_1_N03,HUVEC-06,1,N03,894,HUVEC,train
HUVEC-06_1_N04,HUVEC-06,1,N04,566,HUVEC,train
HUVEC-06_1_N05,HUVEC-06,1,N05,890,HUVEC,train
HUVEC-06_1_N06,HUVEC-06,1,N06,572,HUVEC,train
HUVEC-06_1_N07,HUVEC-06,1,N07,1060,HUVEC,train
HUVEC-06_1_N08,HUVEC-06,1,N08,655,HUVEC,train
HUVEC-06_1_N09,HUVEC-06,1,N09,784,HUVEC,train
HUVEC-06_1_N10,HUVEC-06,1,N10,346,HUVEC,train
HUVEC-06_1_N11,HUVEC-06,1,N11,59,HUVEC,train
HUVEC-06_1_N12,HUVEC-06,1,N12,388,HUVEC,train
HUVEC-06_1_N13,HUVEC-06,1,N13,203,HUVEC,train
HUVEC-06_1_N14,HUVEC-06,1,N14,585,HUVEC,train
HUVEC-06_1_N15,HUVEC-06,1,N15,513,HUVEC,train
HUVEC-06_1_N16,HUVEC-06,1,N16,897,HUVEC,train
HUVEC-06_1_N17,HUVEC-06,1,N17,624,HUVEC,train
HUVEC-06_1_N18,HUVEC-06,1,N18,1106,HUVEC,train
HUVEC-06_1_N19,HUVEC-06,1,N19,910,HUVEC,train
HUVEC-06_1_N20,HUVEC-06,1,N20,389,HUVEC,train
HUVEC-06_1_N21,HUVEC-06,1,N21,217,HUVEC,train
HUVEC-06_1_N22,HUVEC-06,1,N22,757,HUVEC,train
HUVEC-06_1_N23,HUVEC-06,1,N23,765,HUVEC,train
HUVEC-06_1_O02,HUVEC-06,1,O02,613,HUVEC,train
HUVEC-06_1_O03,HUVEC-06,1,O03,77,HUVEC,train
HUVEC-06_1_O04,HUVEC-06,1,O04,313,HUVEC,train
HUVEC-06_1_O05,HUVEC-06,1,O05,411,HUVEC,train
HUVEC-06_1_O06,HUVEC-06,1,O06,350,HUVEC,train
HUVEC-06_1_O07,HUVEC-06,1,O07,276,HUVEC,train
HUVEC-06_1_O08,HUVEC-06,1,O08,80,HUVEC,train
HUVEC-06_1_O09,HUVEC-06,1,O09,238,HUVEC,train
HUVEC-06_1_O10,HUVEC-06,1,O10,282,HUVEC,train
HUVEC-06_1_O11,HUVEC-06,1,O11,853,HUVEC,train
HUVEC-06_1_O12,HUVEC-06,1,O12,1089,HUVEC,train
HUVEC-06_1_O13,HUVEC-06,1,O13,1066,HUVEC,train
HUVEC-06_1_O14,HUVEC-06,1,O14,489,HUVEC,train
HUVEC-06_1_O15,HUVEC-06,1,O15,764,HUVEC,train
HUVEC-06_1_O16,HUVEC-06,1,O16,1056,HUVEC,train
HUVEC-06_1_O17,HUVEC-06,1,O17,1015,HUVEC,train
HUVEC-06_1_O18,HUVEC-06,1,O18,538,HUVEC,train
HUVEC-06_1_O19,HUVEC-06,1,O19,6,HUVEC,train
HUVEC-06_1_O20,HUVEC-06,1,O20,503,HUVEC,train
HUVEC-06_1_O21,HUVEC-06,1,O21,1031,HUVEC,train
HUVEC-06_1_O22,HUVEC-06,1,O22,46,HUVEC,train
HUVEC-06_1_O23,HUVEC-06,1,O23,708,HUVEC,train
HUVEC-06_2_B03,HUVEC-06,2,B03,376,HUVEC,train
HUVEC-06_2_B04,HUVEC-06,2,B04,697,HUVEC,train
HUVEC-06_2_B05,HUVEC-06,2,B05,421,HUVEC,train
HUVEC-06_2_B06,HUVEC-06,2,B06,988,HUVEC,train
HUVEC-06_2_B07,HUVEC-06,2,B07,544,HUVEC,train
HUVEC-06_2_B08,HUVEC-06,2,B08,932,HUVEC,train
HUVEC-06_2_B09,HUVEC-06,2,B09,61,HUVEC,train
HUVEC-06_2_B10,HUVEC-06,2,B10,783,HUVEC,train
HUVEC-06_2_B11,HUVEC-06,2,B11,408,HUVEC,train
HUVEC-06_2_B12,HUVEC-06,2,B12,927,HUVEC,train
HUVEC-06_2_B13,HUVEC-06,2,B13,694,HUVEC,train
HUVEC-06_2_B14,HUVEC-06,2,B14,138,HUVEC,train
HUVEC-06_2_B15,HUVEC-06,2,B15,1019,HUVEC,train
HUVEC-06_2_B16,HUVEC-06,2,B16,879,HUVEC,train
HUVEC-06_2_B17,HUVEC-06,2,B17,206,HUVEC,train
HUVEC-06_2_B18,HUVEC-06,2,B18,801,HUVEC,train
HUVEC-06_2_B19,HUVEC-06,2,B19,228,HUVEC,train
HUVEC-06_2_B20,HUVEC-06,2,B20,305,HUVEC,train
HUVEC-06_2_B21,HUVEC-06,2,B21,100,HUVEC,train
HUVEC-06_2_B22,HUVEC-06,2,B22,517,HUVEC,train
HUVEC-06_2_B23,HUVEC-06,2,B23,424,HUVEC,train
HUVEC-06_2_C02,HUVEC-06,2,C02,934,HUVEC,train
HUVEC-06_2_C04,HUVEC-06,2,C04,160,HUVEC,train
HUVEC-06_2_C05,HUVEC-06,2,C05,461,HUVEC,train
HUVEC-06_2_C06,HUVEC-06,2,C06,462,HUVEC,train
HUVEC-06_2_C08,HUVEC-06,2,C08,837,HUVEC,train
HUVEC-06_2_C09,HUVEC-06,2,C09,968,HUVEC,train
HUVEC-06_2_C10,HUVEC-06,2,C10,225,HUVEC,train
HUVEC-06_2_C12,HUVEC-06,2,C12,991,HUVEC,train
HUVEC-06_2_C13,HUVEC-06,2,C13,452,HUVEC,train
HUVEC-06_2_C14,HUVEC-06,2,C14,569,HUVEC,train
HUVEC-06_2_C16,HUVEC-06,2,C16,22,HUVEC,train
HUVEC-06_2_C17,HUVEC-06,2,C17,1078,HUVEC,train
HUVEC-06_2_C18,HUVEC-06,2,C18,357,HUVEC,train
HUVEC-06_2_C20,HUVEC-06,2,C20,467,HUVEC,train
HUVEC-06_2_C21,HUVEC-06,2,C21,233,HUVEC,train
HUVEC-06_2_C23,HUVEC-06,2,C23,317,HUVEC,train
HUVEC-06_2_D02,HUVEC-06,2,D02,92,HUVEC,train
HUVEC-06_2_D03,HUVEC-06,2,D03,434,HUVEC,train
HUVEC-06_2_D04,HUVEC-06,2,D04,732,HUVEC,train
HUVEC-06_2_D05,HUVEC-06,2,D05,553,HUVEC,train
HUVEC-06_2_D06,HUVEC-06,2,D06,918,HUVEC,train
HUVEC-06_2_D07,HUVEC-06,2,D07,130,HUVEC,train
HUVEC-06_2_D08,HUVEC-06,2,D08,736,HUVEC,train
HUVEC-06_2_D09,HUVEC-06,2,D09,384,HUVEC,train
HUVEC-06_2_D10,HUVEC-06,2,D10,787,HUVEC,train
HUVEC-06_2_D11,HUVEC-06,2,D11,683,HUVEC,train
HUVEC-06_2_D12,HUVEC-06,2,D12,951,HUVEC,train
HUVEC-06_2_D13,HUVEC-06,2,D13,536,HUVEC,train
HUVEC-06_2_D14,HUVEC-06,2,D14,859,HUVEC,train
HUVEC-06_2_D15,HUVEC-06,2,D15,178,HUVEC,train
HUVEC-06_2_D16,HUVEC-06,2,D16,7,HUVEC,train
HUVEC-06_2_D17,HUVEC-06,2,D17,788,HUVEC,train
HUVEC-06_2_D18,HUVEC-06,2,D18,1002,HUVEC,train
HUVEC-06_2_D19,HUVEC-06,2,D19,1017,HUVEC,train
HUVEC-06_2_D20,HUVEC-06,2,D20,381,HUVEC,train
HUVEC-06_2_D21,HUVEC-06,2,D21,779,HUVEC,train
HUVEC-06_2_D22,HUVEC-06,2,D22,72,HUVEC,train
HUVEC-06_2_D23,HUVEC-06,2,D23,731,HUVEC,train
HUVEC-06_2_E02,HUVEC-06,2,E02,865,HUVEC,train
HUVEC-06_2_E03,HUVEC-06,2,E03,701,HUVEC,train
HUVEC-06_2_E04,HUVEC-06,2,E04,245,HUVEC,train
HUVEC-06_2_E05,HUVEC-06,2,E05,789,HUVEC,train
HUVEC-06_2_E06,HUVEC-06,2,E06,558,HUVEC,train
HUVEC-06_2_E07,HUVEC-06,2,E07,747,HUVEC,train
HUVEC-06_2_E08,HUVEC-06,2,E08,25,HUVEC,train
HUVEC-06_2_E09,HUVEC-06,2,E09,269,HUVEC,train
HUVEC-06_2_E10,HUVEC-06,2,E10,852,HUVEC,train
HUVEC-06_2_E11,HUVEC-06,2,E11,393,HUVEC,train
HUVEC-06_2_E12,HUVEC-06,2,E12,827,HUVEC,train
HUVEC-06_2_E13,HUVEC-06,2,E13,887,HUVEC,train
HUVEC-06_2_E14,HUVEC-06,2,E14,539,HUVEC,train
HUVEC-06_2_E15,HUVEC-06,2,E15,790,HUVEC,train
HUVEC-06_2_E16,HUVEC-06,2,E16,263,HUVEC,train
HUVEC-06_2_E17,HUVEC-06,2,E17,826,HUVEC,train
HUVEC-06_2_E18,HUVEC-06,2,E18,956,HUVEC,train
HUVEC-06_2_E19,HUVEC-06,2,E19,753,HUVEC,train
HUVEC-06_2_E20,HUVEC-06,2,E20,923,HUVEC,train
HUVEC-06_2_E21,HUVEC-06,2,E21,196,HUVEC,train
HUVEC-06_2_E22,HUVEC-06,2,E22,723,HUVEC,train
HUVEC-06_2_E23,HUVEC-06,2,E23,194,HUVEC,train
HUVEC-06_2_F02,HUVEC-06,2,F02,830,HUVEC,train
HUVEC-06_2_F04,HUVEC-06,2,F04,584,HUVEC,train
HUVEC-06_2_F05,HUVEC-06,2,F05,714,HUVEC,train
HUVEC-06_2_F06,HUVEC-06,2,F06,428,HUVEC,train
HUVEC-06_2_F08,HUVEC-06,2,F08,1044,HUVEC,train
HUVEC-06_2_F09,HUVEC-06,2,F09,966,HUVEC,train
HUVEC-06_2_F10,HUVEC-06,2,F10,975,HUVEC,train
HUVEC-06_2_F12,HUVEC-06,2,F12,781,HUVEC,train
HUVEC-06_2_F13,HUVEC-06,2,F13,2,HUVEC,train
HUVEC-06_2_F14,HUVEC-06,2,F14,669,HUVEC,train
HUVEC-06_2_F16,HUVEC-06,2,F16,473,HUVEC,train
HUVEC-06_2_F17,HUVEC-06,2,F17,909,HUVEC,train
HUVEC-06_2_F18,HUVEC-06,2,F18,42,HUVEC,train
HUVEC-06_2_F20,HUVEC-06,2,F20,66,HUVEC,train
HUVEC-06_2_F21,HUVEC-06,2,F21,1058,HUVEC,train
HUVEC-06_2_F23,HUVEC-06,2,F23,706,HUVEC,train
HUVEC-06_2_G02,HUVEC-06,2,G02,721,HUVEC,train
HUVEC-06_2_G03,HUVEC-06,2,G03,1040,HUVEC,train
HUVEC-06_2_G04,HUVEC-06,2,G04,776,HUVEC,train
HUVEC-06_2_G05,HUVEC-06,2,G05,739,HUVEC,train
HUVEC-06_2_G06,HUVEC-06,2,G06,766,HUVEC,train
HUVEC-06_2_G07,HUVEC-06,2,G07,447,HUVEC,train
HUVEC-06_2_G08,HUVEC-06,2,G08,1003,HUVEC,train
HUVEC-06_2_G09,HUVEC-06,2,G09,651,HUVEC,train
